policy_id,contract_id,loss_date,loss_amount,attachment_point,limit,exposure
P1811,C002,2014-06-15,28893.3,200000,1000000,0.89
P1812,C002,2014-04-20,26528.86,200000,1000000,1.1
P1813,C002,2016-09-13,29081.34,200000,1000000,1.13
P1814,C001,2014-02-03,14830.34,100000,500000,0.94
P1815,C001,2016-09-01,18784.54,100000,500000,0.93
P1816,C002,2014-11-02,31921.68,200000,1000000,1.17
P1817,C001,2022-12-15,17447.03,100000,500000,1.07
P1818,C002,2017-12-27,23908.55,200000,1000000,1.0
P1819,C001,2019-06-07,37981.86,100000,500000,1.09
P1820,C002,2023-09-25,21666.86,200000,1000000,0.97
P1821,C002,2021-11-08,19069.44,200000,1000000,1.04
P1822,C002,2017-12-09,17330.94,200000,1000000,0.83
P1823,C001,2017-09-09,16467.37,100000,500000,1.06
P1824,C002,2014-07-19,16725.28,200000,1000000,1.15
P1825,C001,2018-02-27,20358.2,100000,500000,1.13
P1826,C001,2019-03-09,24755.91,100000,500000,0.88
P1827,C002,2019-11-18,38100.08,200000,1000000,0.96
P1828,C002,2019-08-19,30438.26,200000,1000000,0.98
P1829,C002,2015-10-18,27554.01,200000,1000000,1.15
P1830,C001,2014-02-15,314915.45,100000,500000,0.82
P1831,C002,2015-07-27,13910.9,200000,1000000,1.12
P1832,C001,2023-08-16,25335.7,100000,500000,0.94
P1833,C002,2015-07-23,17997.96,200000,1000000,0.96
P1834,C001,2019-06-17,33876.24,100000,500000,1.06
P1835,C001,2020-03-17,11387.04,100000,500000,1.09
P1836,C002,2017-08-31,17052.5,200000,1000000,0.86
P1837,C002,2023-11-30,26575.81,200000,1000000,1.12
P1838,C001,2015-04-30,21791.83,100000,500000,0.92
P1839,C001,2015-11-09,135911.76,100000,500000,0.85
P1840,C001,2020-11-28,25851.38,100000,500000,1.16
P1841,C001,2014-09-25,12850.45,100000,500000,0.85
P1842,C001,2022-10-12,32844.21,100000,500000,1.08
P1843,C002,2015-02-21,9774.17,200000,1000000,0.82
P1844,C002,2021-05-09,24073.69,200000,1000000,1.02
P1845,C002,2021-02-09,186415.63,200000,1000000,1.05
P1846,C001,2020-02-20,14978.11,100000,500000,1.02
P1847,C002,2017-06-03,19382.75,200000,1000000,1.15
P1848,C001,2017-04-26,18606.12,100000,500000,0.92
P1849,C002,2015-06-20,21687.49,200000,1000000,0.91
P1850,C001,2016-11-17,14869.09,100000,500000,0.94
P1851,C001,2017-10-09,17152.35,100000,500000,1.07
P1852,C001,2013-08-23,26245.99,100000,500000,0.97
P1853,C002,2015-08-09,33139.23,200000,1000000,1.17
P1854,C002,2019-12-27,18140.11,200000,1000000,0.8
P1855,C002,2023-12-11,21747.84,200000,1000000,0.85
P1856,C001,2022-10-29,213441.34,100000,500000,1.12
P1857,C001,2014-06-27,20608.71,100000,500000,1.08
P1858,C001,2023-01-14,21079.22,100000,500000,1.11
P1859,C002,2014-03-20,16205.46,200000,1000000,1.11
P1860,C001,2022-01-10,22922.8,100000,500000,1.17
P1861,C002,2013-11-20,104409.64,200000,1000000,1.03
P1862,C002,2022-05-10,268369.31,200000,1000000,0.82
P1863,C002,2020-12-22,27742.39,200000,1000000,1.07
P1864,C002,2020-05-07,16653.22,200000,1000000,1.13
P1865,C002,2017-06-10,14782.73,200000,1000000,1.08
P1866,C002,2017-02-24,28031.64,200000,1000000,1.04
P1867,C001,2018-05-01,134743.23,100000,500000,1.1
P1868,C002,2021-02-13,34966.92,200000,1000000,1.02
P1869,C002,2016-01-28,29881.95,200000,1000000,1.07
P1870,C002,2022-03-11,17646.01,200000,1000000,1.16
P1871,C002,2016-06-24,23737.14,200000,1000000,1.16
P1872,C001,2016-12-22,25703.47,100000,500000,0.94
P1873,C001,2015-06-12,17816.88,100000,500000,0.91
P1874,C001,2015-08-15,14444.41,100000,500000,1.2
P1875,C001,2014-02-23,130389.91,100000,500000,1.05
P1876,C002,2020-01-27,19890.16,200000,1000000,0.97
P1877,C001,2022-10-24,35305.98,100000,500000,0.91
P1878,C002,2017-09-20,15401.99,200000,1000000,0.97
P1879,C002,2014-06-21,18550.13,200000,1000000,0.91
P1880,C001,2016-04-27,20175.73,100000,500000,1.13
P1881,C001,2017-04-08,19428.61,100000,500000,1.11
P1882,C002,2023-03-07,20002.47,200000,1000000,1.07
P1883,C002,2023-11-07,24412.0,200000,1000000,0.86
P1884,C002,2018-08-23,22971.85,200000,1000000,1.04
P1885,C001,2020-08-02,29668.5,100000,500000,0.9
P1886,C002,2015-07-20,18865.22,200000,1000000,1.14
P1887,C001,2022-05-09,22249.64,100000,500000,0.87
P1888,C002,2013-06-29,112835.95,200000,1000000,0.89
P1889,C001,2018-04-11,17025.35,100000,500000,0.83
P1890,C002,2017-10-02,21611.1,200000,1000000,1.15
P1891,C002,2019-05-16,18077.46,200000,1000000,0.93
P1892,C002,2013-10-18,28809.27,200000,1000000,0.86
P1893,C002,2023-12-03,19662.78,200000,1000000,0.84
P1894,C002,2013-09-15,28530.16,200000,1000000,0.97
P1895,C001,2016-01-17,15649.79,100000,500000,1.11
P1896,C001,2022-01-12,17356.31,100000,500000,0.95
P1897,C002,2021-08-02,27555.89,200000,1000000,1.03
P1898,C001,2021-12-17,26640.09,100000,500000,1.18
P1899,C002,2019-10-24,31818.17,200000,1000000,0.86
P1900,C001,2023-12-30,23854.84,100000,500000,1.1
P1901,C001,2019-09-24,19990.1,100000,500000,0.86
P1902,C001,2017-08-29,16179.56,100000,500000,0.88
P1903,C002,2022-06-30,27858.56,200000,1000000,1.19
P1904,C002,2022-09-09,217576.19,200000,1000000,0.84
P1905,C002,2014-04-22,19935.97,200000,1000000,1.16
P1906,C001,2020-05-23,17284.38,100000,500000,1.02
P1907,C001,2021-09-11,16996.16,100000,500000,0.97
P1908,C001,2015-02-24,20577.53,100000,500000,0.86
P1909,C002,2022-12-28,26498.96,200000,1000000,0.84
P1910,C001,2013-05-04,27194.13,100000,500000,1.01
P1911,C001,2023-03-01,32230.57,100000,500000,1.15
P1912,C001,2016-03-04,22390.11,100000,500000,0.83
P1913,C001,2020-03-27,18429.33,100000,500000,0.85
P1914,C002,2019-05-03,24776.16,200000,1000000,0.92
P1915,C002,2022-12-06,28452.25,200000,1000000,0.82
P1916,C002,2014-12-27,22696.33,200000,1000000,1.12
P1917,C001,2019-09-05,20480.63,100000,500000,1.19
P1918,C001,2022-02-03,28586.61,100000,500000,1.09
P1919,C002,2014-12-27,27825.14,200000,1000000,1.19
P1920,C001,2021-08-01,30718.93,100000,500000,1.15
P1921,C002,2021-03-09,24074.34,200000,1000000,1.08
P1922,C001,2013-02-16,26099.09,100000,500000,0.86
P1923,C002,2015-08-18,11620.28,200000,1000000,0.88
P1924,C002,2022-07-03,23886.13,200000,1000000,1.15
P1925,C002,2018-10-14,29291.7,200000,1000000,0.86
P1926,C002,2018-02-27,21076.23,200000,1000000,1.01
P1927,C002,2021-11-09,18024.03,200000,1000000,0.83
P1928,C002,2021-03-15,26307.97,200000,1000000,1.2
P1929,C002,2019-03-07,40486.12,200000,1000000,0.85
P1930,C002,2014-02-19,16073.59,200000,1000000,1.17
P1931,C001,2022-01-03,34723.26,100000,500000,1.16
P1932,C001,2022-09-12,12483.84,100000,500000,0.91
P1933,C002,2018-10-05,22430.93,200000,1000000,0.85
P1934,C002,2017-12-10,10426.13,200000,1000000,0.88
P1935,C002,2023-04-25,20895.99,200000,1000000,1.14
P1936,C001,2022-10-29,32346.87,100000,500000,0.84
P1937,C002,2013-07-03,17675.95,200000,1000000,1.13
P1938,C001,2017-08-19,32751.18,100000,500000,1.0
P1939,C001,2020-12-20,23814.45,100000,500000,0.83
P1940,C002,2017-05-17,23507.34,200000,1000000,1.08
P1941,C002,2013-06-23,19342.11,200000,1000000,0.97
P1942,C001,2020-04-03,22468.91,100000,500000,1.15
P1943,C002,2017-08-19,40267.16,200000,1000000,1.1
P1944,C001,2023-06-27,31670.42,100000,500000,1.06
P1945,C001,2014-12-13,24449.56,100000,500000,0.87
P1946,C002,2016-04-22,14818.13,200000,1000000,0.81
P1947,C002,2014-07-24,12972.83,200000,1000000,1.14
P1948,C002,2015-01-03,21877.6,200000,1000000,0.89
P1949,C002,2015-07-13,32905.94,200000,1000000,1.12
P1950,C002,2022-07-26,21350.32,200000,1000000,0.9
P1951,C001,2018-02-25,32172.65,100000,500000,1.05
P1952,C002,2015-11-22,39527.19,200000,1000000,1.15
P1953,C001,2016-11-01,34570.75,100000,500000,0.89
P1954,C002,2014-06-23,29825.3,200000,1000000,0.81
P1955,C002,2022-10-05,15935.36,200000,1000000,0.86
P1956,C002,2015-07-16,15215.93,200000,1000000,0.85
P1957,C001,2016-05-18,16276.53,100000,500000,0.83
P1958,C001,2023-09-29,18818.24,100000,500000,1.09
P1959,C002,2022-03-25,12020.89,200000,1000000,0.84
P1960,C002,2018-11-08,13440.09,200000,1000000,0.86
P1961,C002,2014-05-07,35592.82,200000,1000000,0.97
P1962,C002,2017-07-15,233086.77,200000,1000000,1.04
P1963,C002,2018-07-08,27872.1,200000,1000000,1.08
P1964,C002,2016-08-10,17225.89,200000,1000000,0.88
P1965,C001,2020-10-29,36673.6,100000,500000,1.15
P1966,C002,2019-05-15,22399.24,200000,1000000,0.81
P1967,C002,2019-10-03,31934.71,200000,1000000,0.8
P1968,C002,2022-01-22,139310.26,200000,1000000,1.18
P1969,C002,2015-10-27,40576.16,200000,1000000,1.1
P1970,C001,2023-01-14,253979.91,100000,500000,0.99
P1971,C002,2021-02-25,15837.75,200000,1000000,1.11
P1972,C001,2018-01-27,29396.99,100000,500000,1.14
P1973,C002,2018-11-01,26389.25,200000,1000000,0.82
P1974,C001,2016-02-14,27130.82,100000,500000,0.81
P1975,C002,2018-05-07,30229.97,200000,1000000,0.93
P1976,C002,2014-01-28,29182.64,200000,1000000,0.98
P1977,C001,2013-04-16,22096.81,100000,500000,1.04
P1978,C001,2013-06-24,39679.39,100000,500000,0.83
P1979,C002,2023-04-23,23464.38,200000,1000000,0.84
P1980,C002,2015-02-11,179848.51,200000,1000000,1.06
P1981,C001,2021-09-17,33767.15,100000,500000,0.88
P1982,C002,2019-07-31,11699.82,200000,1000000,0.82
P1983,C001,2014-03-12,19608.74,100000,500000,0.85
P1984,C001,2018-10-20,19875.37,100000,500000,1.13
P1985,C001,2016-10-18,22282.72,100000,500000,0.97
P1986,C001,2015-07-09,14862.18,100000,500000,0.86
P1987,C002,2021-05-24,23922.88,200000,1000000,1.15
P1988,C002,2016-12-21,9767.78,200000,1000000,0.93
P1989,C001,2022-07-15,28596.28,100000,500000,1.03
P1990,C001,2021-05-27,27201.0,100000,500000,1.14
P1991,C002,2021-10-18,26274.69,200000,1000000,0.89
P1992,C002,2016-01-20,17156.0,200000,1000000,1.17
P1993,C001,2014-02-19,27470.28,100000,500000,1.14
P1994,C001,2018-09-28,19788.77,100000,500000,0.95
P1995,C001,2013-04-13,20055.08,100000,500000,0.88
P1996,C002,2020-04-15,183413.25,200000,1000000,0.85
P1997,C001,2015-07-06,40114.98,100000,500000,1.11
P1998,C002,2018-11-03,355740.92,200000,1000000,1.18
P1999,C001,2022-01-24,25935.42,100000,500000,0.86
P2000,C001,2022-07-11,25255.96,100000,500000,1.12
P2001,C001,2014-07-09,19127.31,100000,500000,0.93
P2002,C002,2017-09-16,18438.35,200000,1000000,0.91
P2003,C001,2022-06-13,41012.85,100000,500000,0.92
P2004,C001,2018-12-03,21967.16,100000,500000,1.18
P2005,C002,2016-03-31,24582.91,200000,1000000,1.13
P2006,C001,2020-01-02,25598.15,100000,500000,0.84
P2007,C001,2023-10-02,21941.76,100000,500000,0.91
P2008,C002,2013-06-14,24482.12,200000,1000000,1.11
P2009,C001,2018-01-29,221011.95,100000,500000,1.02
P2010,C001,2022-11-03,20730.13,100000,500000,1.05
P2011,C002,2023-05-24,21725.92,200000,1000000,1.17
P2012,C002,2022-12-02,24772.3,200000,1000000,1.03
P2013,C001,2020-04-17,24741.21,100000,500000,1.17
P2014,C002,2022-07-11,38866.6,200000,1000000,0.95
P2015,C002,2023-09-27,17870.38,200000,1000000,0.82
P2016,C002,2013-06-21,11087.41,200000,1000000,0.93
P2017,C002,2023-12-05,19933.64,200000,1000000,1.1
P2018,C001,2013-03-10,17875.19,100000,500000,1.09
P2019,C002,2022-08-08,14322.08,200000,1000000,0.92
P2020,C001,2013-07-09,86613.62,100000,500000,0.94
P2021,C002,2019-03-01,18572.85,200000,1000000,0.8
P2022,C002,2019-10-28,16909.36,200000,1000000,0.81
P2023,C001,2020-08-09,33486.43,100000,500000,0.94
P2024,C001,2018-10-04,103106.1,100000,500000,0.91
P2025,C002,2019-04-28,19120.81,200000,1000000,1.17
P2026,C001,2021-12-25,26853.05,100000,500000,0.88
P2027,C002,2018-09-21,152727.05,200000,1000000,1.0
P2028,C001,2023-04-04,16795.42,100000,500000,0.81
P2029,C001,2017-02-03,18051.76,100000,500000,1.0
P2030,C001,2018-10-21,22499.11,100000,500000,1.07
P2031,C001,2013-12-29,28215.78,100000,500000,1.04
P2032,C001,2022-02-11,220423.33,100000,500000,0.92
P2033,C002,2013-12-17,286728.44,200000,1000000,1.11
P2034,C001,2020-03-23,25103.48,100000,500000,0.91
P2035,C002,2020-07-16,18563.37,200000,1000000,0.84
P2036,C001,2020-11-04,153424.27,100000,500000,0.92
P2037,C002,2015-07-09,25140.33,200000,1000000,0.99
P2038,C001,2018-02-14,19539.32,100000,500000,0.84
P2039,C002,2015-12-19,17730.04,200000,1000000,0.81
P2040,C002,2017-05-28,19322.32,200000,1000000,0.87
P2041,C002,2019-04-23,40626.46,200000,1000000,1.13
P2042,C002,2018-11-13,13918.81,200000,1000000,0.99
P2043,C002,2022-03-17,23754.19,200000,1000000,1.04
P2044,C002,2020-01-27,25541.2,200000,1000000,1.03
P2045,C002,2016-04-13,21910.7,200000,1000000,1.14
P2046,C001,2017-10-27,247005.66,100000,500000,1.04
P2047,C001,2013-12-04,34220.98,100000,500000,0.84
P2048,C002,2023-05-26,32442.58,200000,1000000,1.18
P2049,C002,2023-11-17,139231.91,200000,1000000,1.07
P2050,C001,2020-02-24,32822.93,100000,500000,1.19
P2051,C001,2020-01-01,41881.14,100000,500000,1.03
P2052,C001,2023-12-30,13960.71,100000,500000,1.06
P2053,C001,2021-07-02,10419.03,100000,500000,1.0
P2054,C002,2014-02-06,27594.48,200000,1000000,0.9
P2055,C002,2019-08-30,156754.55,200000,1000000,1.15
P2056,C001,2023-07-01,187768.88,100000,500000,0.83
P2057,C002,2018-05-06,12817.16,200000,1000000,0.85
P2058,C001,2016-05-05,26603.85,100000,500000,1.03
P2059,C002,2021-09-13,18934.95,200000,1000000,0.93
P2060,C002,2015-11-14,20997.19,200000,1000000,0.97
P2061,C002,2013-02-21,23504.01,200000,1000000,0.96
P2062,C001,2013-11-24,24678.79,100000,500000,0.93
P2063,C001,2021-02-20,15493.89,100000,500000,0.94
P2064,C002,2016-05-29,22413.74,200000,1000000,0.81
P2065,C001,2014-05-04,24476.17,100000,500000,1.0
P2066,C001,2013-05-17,20168.78,100000,500000,0.85
P2067,C002,2022-09-25,30037.85,200000,1000000,0.91
P2068,C002,2016-05-01,26925.55,200000,1000000,1.11
P2069,C002,2019-11-04,22409.6,200000,1000000,0.82
P2070,C002,2020-10-30,19363.97,200000,1000000,1.07
P2071,C001,2022-12-01,19893.45,100000,500000,0.96
P2072,C001,2018-08-29,25502.25,100000,500000,0.87
P2073,C001,2015-06-03,17267.01,100000,500000,1.12
P2074,C002,2018-11-18,15895.63,200000,1000000,1.1
P2075,C001,2022-06-11,23825.38,100000,500000,1.0
P2076,C001,2020-02-12,14557.5,100000,500000,0.81
P2077,C001,2023-03-03,340419.7,100000,500000,1.19
P2078,C002,2017-07-11,24635.89,200000,1000000,1.19
P2079,C002,2022-11-15,21495.11,200000,1000000,1.02
P2080,C002,2022-03-25,22932.64,200000,1000000,1.03
P2081,C002,2020-02-25,35577.19,200000,1000000,1.17
P2082,C002,2019-12-07,19771.16,200000,1000000,0.9
P2083,C002,2015-09-30,20206.66,200000,1000000,0.81
P2084,C002,2014-09-02,24055.43,200000,1000000,1.18
P2085,C001,2017-06-05,11369.35,100000,500000,1.06
P2086,C001,2015-10-19,20676.96,100000,500000,1.05
P2087,C002,2015-03-21,14838.67,200000,1000000,1.02
P2088,C001,2022-10-11,12549.51,100000,500000,0.97
P2089,C001,2021-05-21,15358.63,100000,500000,0.92
P2090,C001,2014-02-05,9974.54,100000,500000,1.18
P2091,C002,2017-12-03,35800.3,200000,1000000,0.91
P2092,C002,2018-05-07,15576.27,200000,1000000,0.88
P2093,C002,2013-03-17,16892.34,200000,1000000,0.88
P2094,C001,2023-05-12,14576.1,100000,500000,0.94
P2095,C002,2022-01-23,33470.52,200000,1000000,1.04
P2096,C001,2017-11-16,27605.94,100000,500000,0.88
P2097,C001,2021-03-30,28383.86,100000,500000,0.86
P2098,C001,2013-12-14,12953.24,100000,500000,0.8
P2099,C002,2015-01-31,14840.15,200000,1000000,0.99
P2100,C002,2020-09-13,106699.23,200000,1000000,0.89
P2101,C001,2013-06-13,122164.47,100000,500000,0.85
P2102,C001,2018-04-15,22897.39,100000,500000,1.02
P2103,C002,2022-01-25,28356.43,200000,1000000,1.04
P2104,C002,2013-05-03,15880.83,200000,1000000,0.82
P2105,C002,2017-08-15,23612.61,200000,1000000,1.13
P2106,C002,2020-06-19,13953.45,200000,1000000,1.16
P2107,C001,2018-03-28,28128.12,100000,500000,0.86
P2108,C001,2018-04-16,11585.4,100000,500000,1.03
P2109,C001,2016-06-13,23925.55,100000,500000,0.85
P2110,C001,2014-05-25,13715.48,100000,500000,1.09
P2111,C002,2017-06-30,29383.83,200000,1000000,0.81
P2112,C002,2019-10-24,59252.44,200000,1000000,1.19
P2113,C002,2022-04-15,16907.63,200000,1000000,0.98
P2114,C002,2021-06-12,16408.43,200000,1000000,0.98
P2115,C001,2020-12-08,21915.59,100000,500000,1.01
P2116,C001,2022-12-20,15005.98,100000,500000,1.01
P2117,C002,2023-03-11,19697.86,200000,1000000,0.82
P2118,C001,2017-09-30,26536.17,100000,500000,0.97
P2119,C001,2020-02-06,23739.56,100000,500000,1.0
P2120,C002,2015-06-09,14387.51,200000,1000000,1.07
P2121,C002,2016-10-23,17651.02,200000,1000000,0.8
P2122,C001,2019-01-26,18443.37,100000,500000,0.87
P2123,C001,2019-06-20,18769.77,100000,500000,0.84
P2124,C001,2023-04-19,18229.48,100000,500000,0.94
P2125,C002,2023-12-12,29166.74,200000,1000000,0.83
P2126,C001,2023-10-13,237728.25,100000,500000,1.01
P2127,C002,2013-05-26,16167.72,200000,1000000,1.03
P2128,C001,2013-05-28,29185.24,100000,500000,1.12
P2129,C001,2023-05-30,32999.17,100000,500000,0.96
P2130,C002,2019-12-31,17556.24,200000,1000000,0.87
P2131,C001,2016-05-23,27150.35,100000,500000,1.19
P2132,C002,2021-03-03,17540.54,200000,1000000,1.12
P2133,C002,2021-04-16,12949.1,200000,1000000,1.06
P2134,C001,2014-09-12,18996.04,100000,500000,1.11
P2135,C002,2013-09-20,36212.15,200000,1000000,1.2
P2136,C001,2022-07-12,20138.05,100000,500000,0.85
P2137,C002,2015-12-15,17358.54,200000,1000000,0.81
P2138,C002,2019-07-08,28293.2,200000,1000000,1.15
P2139,C002,2020-04-09,207575.15,200000,1000000,1.01
P2140,C001,2023-09-29,15395.07,100000,500000,0.9
P2141,C001,2013-11-02,16983.85,100000,500000,0.84
P2142,C002,2015-07-14,28202.58,200000,1000000,0.89
P2143,C001,2013-10-02,24501.99,100000,500000,0.99
P2144,C001,2015-04-03,181898.04,100000,500000,0.92
P2145,C001,2019-07-28,21980.64,100000,500000,0.9
P2146,C001,2020-12-20,14358.23,100000,500000,0.99
P2147,C001,2021-01-14,22960.3,100000,500000,0.88
P2148,C002,2018-06-14,26025.12,200000,1000000,1.08
P2149,C002,2013-04-24,29763.2,200000,1000000,0.85
P2150,C002,2015-11-11,23495.07,200000,1000000,0.83
P2151,C001,2020-03-04,19206.52,100000,500000,1.16
P2152,C002,2015-10-29,25543.26,200000,1000000,0.97
P2153,C002,2015-01-27,31618.29,200000,1000000,1.16
P2154,C001,2015-07-17,28692.31,100000,500000,0.98
P2155,C001,2015-11-09,28566.65,100000,500000,1.11
P2156,C001,2014-08-29,21827.93,100000,500000,0.88
P2157,C001,2018-09-30,17603.65,100000,500000,1.19
P2158,C002,2021-09-15,14521.93,200000,1000000,0.98
P2159,C001,2014-08-28,121780.73,100000,500000,0.99
P2160,C002,2023-03-01,20310.54,200000,1000000,1.15
P2161,C002,2021-05-18,26704.7,200000,1000000,0.98
P2162,C001,2018-09-06,14227.52,100000,500000,1.03
P2163,C002,2016-02-27,18810.92,200000,1000000,1.13
P2164,C001,2021-10-23,21345.88,100000,500000,0.87
P2165,C002,2022-01-14,18258.5,200000,1000000,1.08
P2166,C002,2016-11-21,19482.48,200000,1000000,1.08
P2167,C001,2017-12-02,18817.33,100000,500000,0.96
P2168,C001,2023-01-11,25194.38,100000,500000,1.07
P2169,C002,2017-11-27,38351.66,200000,1000000,1.0
P2170,C002,2016-01-25,14750.37,200000,1000000,1.08
P2171,C001,2018-06-20,24211.38,100000,500000,1.14
P2172,C002,2018-04-02,25125.26,200000,1000000,1.09
P2173,C002,2020-03-22,11180.06,200000,1000000,0.88
P2174,C001,2020-04-25,20235.94,100000,500000,0.84
P2175,C002,2021-01-29,16010.42,200000,1000000,1.11
P2176,C001,2014-01-22,35333.79,100000,500000,0.92
P2177,C001,2013-09-08,28490.97,100000,500000,0.94
P2178,C002,2017-02-01,9433.17,200000,1000000,1.07
P2179,C001,2021-04-29,533054.17,100000,500000,1.06
P2180,C001,2021-01-04,19425.28,100000,500000,1.09
P2181,C001,2019-05-24,16476.63,100000,500000,1.05
P2182,C001,2015-08-15,10585.39,100000,500000,1.06
P2183,C001,2015-05-14,20226.84,100000,500000,0.88
P2184,C002,2015-10-26,14310.33,200000,1000000,0.85
P2185,C002,2014-01-12,15100.13,200000,1000000,0.94
P2186,C002,2016-11-27,25088.03,200000,1000000,0.94
P2187,C001,2018-03-04,17773.2,100000,500000,0.9
P2188,C002,2016-02-24,11010.87,200000,1000000,0.98
P2189,C002,2018-11-11,31084.01,200000,1000000,1.01
P2190,C002,2016-12-16,10799.68,200000,1000000,0.89
P2191,C002,2023-07-13,23168.32,200000,1000000,1.06
P2192,C001,2016-01-05,22968.09,100000,500000,1.0
P2193,C001,2018-01-16,17736.19,100000,500000,1.12
P2194,C001,2022-06-30,22914.63,100000,500000,1.15
P2195,C002,2017-04-29,21421.74,200000,1000000,0.92
P2196,C002,2020-07-10,15914.3,200000,1000000,0.82
P2197,C002,2019-01-03,16523.94,200000,1000000,0.86
P2198,C002,2013-01-20,15250.68,200000,1000000,0.9
P2199,C002,2022-03-30,24872.17,200000,1000000,1.04
P2200,C001,2017-02-21,22099.3,100000,500000,0.88
P2201,C002,2021-04-14,12116.49,200000,1000000,1.09
P2202,C001,2021-02-09,19686.57,100000,500000,0.85
P2203,C002,2020-11-16,20671.68,200000,1000000,1.15
P2204,C001,2021-11-22,14632.91,100000,500000,0.94
P2205,C001,2018-04-06,17813.83,100000,500000,1.12
P2206,C001,2021-10-21,18360.96,100000,500000,0.91
P2207,C002,2019-05-11,16160.39,200000,1000000,0.94
P2208,C001,2019-04-16,27988.97,100000,500000,0.9
P2209,C002,2019-10-27,32350.85,200000,1000000,1.06
P2210,C002,2022-04-04,47347.19,200000,1000000,0.93
P2211,C002,2014-01-26,19220.21,200000,1000000,0.85
P2212,C001,2018-10-12,22396.68,100000,500000,1.13
P2213,C001,2013-05-23,20298.11,100000,500000,1.18
P2214,C001,2013-06-14,29095.56,100000,500000,1.01
P2215,C001,2015-09-28,28040.58,100000,500000,0.9
P2216,C002,2021-11-11,19817.71,200000,1000000,1.16
P2217,C001,2015-04-07,15214.26,100000,500000,0.99
P2218,C002,2019-05-30,17324.78,200000,1000000,0.9
P2219,C002,2016-10-08,30907.04,200000,1000000,1.04
P2220,C001,2022-12-26,273242.72,100000,500000,0.94
P2221,C001,2023-01-15,19576.21,100000,500000,1.16
P2222,C002,2016-07-08,179298.44,200000,1000000,0.84
P2223,C002,2013-05-21,33273.19,200000,1000000,1.13
P2224,C002,2020-03-08,18656.88,200000,1000000,1.1
P2225,C001,2015-05-30,27646.2,100000,500000,0.96
P2226,C002,2015-10-29,17963.39,200000,1000000,1.03
P2227,C002,2013-10-31,22649.23,200000,1000000,1.03
P2228,C002,2021-09-24,20084.62,200000,1000000,0.9
P2229,C002,2022-01-22,17195.09,200000,1000000,0.87
P2230,C001,2017-08-10,18651.6,100000,500000,1.0
P2231,C002,2019-06-04,28490.82,200000,1000000,0.83
P2232,C001,2013-03-07,437522.81,100000,500000,0.99
P2233,C001,2017-05-10,34889.38,100000,500000,1.04
P2234,C001,2022-03-03,273087.34,100000,500000,1.07
P2235,C002,2015-09-20,28421.22,200000,1000000,0.84
P2236,C002,2023-04-06,236222.09,200000,1000000,1.05
P2237,C001,2015-05-27,34209.98,100000,500000,1.19
P2238,C002,2015-05-14,135673.67,200000,1000000,1.0
P2239,C001,2016-03-08,16243.26,100000,500000,1.12
P2240,C002,2013-12-18,25382.77,200000,1000000,1.05
P2241,C002,2023-06-02,11568.85,200000,1000000,0.87
P2242,C002,2018-12-12,22391.02,200000,1000000,1.06
P2243,C001,2013-02-03,20002.48,100000,500000,1.06
P2244,C001,2015-06-29,16784.59,100000,500000,1.13
P2245,C002,2017-06-04,15500.28,200000,1000000,0.89
P2246,C002,2013-06-07,18759.09,200000,1000000,1.14
P2247,C002,2014-03-13,22591.95,200000,1000000,1.04
P2248,C002,2014-09-01,253833.03,200000,1000000,0.81
P2249,C002,2016-06-06,201261.22,200000,1000000,1.09
P2250,C001,2018-06-23,13791.92,100000,500000,0.87
P2251,C002,2015-10-08,37420.83,200000,1000000,0.97
P2252,C001,2014-02-03,26695.06,100000,500000,0.99
P2253,C001,2023-12-15,17134.75,100000,500000,1.08
P2254,C001,2015-05-11,13040.65,100000,500000,0.81
P2255,C001,2016-05-26,16868.61,100000,500000,0.91
P2256,C002,2018-04-19,11721.11,200000,1000000,1.01
P2257,C001,2021-10-15,17939.67,100000,500000,0.94
P2258,C002,2016-05-03,34603.09,200000,1000000,0.91
P2259,C002,2018-06-25,28379.81,200000,1000000,1.19
P2260,C001,2014-04-18,24430.32,100000,500000,1.02
P2261,C002,2014-09-16,36085.59,200000,1000000,0.99
P2262,C002,2016-02-22,13772.19,200000,1000000,1.12
P2263,C002,2020-01-15,24654.72,200000,1000000,1.1
P2264,C002,2015-01-30,27399.23,200000,1000000,0.86
P2265,C001,2020-06-06,20560.61,100000,500000,1.2
P2266,C002,2016-01-13,18436.07,200000,1000000,0.92
P2267,C002,2018-11-09,24341.36,200000,1000000,0.83
P2268,C001,2017-11-18,11891.23,100000,500000,1.19
P2269,C001,2014-06-09,18536.17,100000,500000,1.06
P2270,C002,2017-09-04,22652.22,200000,1000000,0.97
P2271,C002,2021-07-27,13727.1,200000,1000000,1.08
P2272,C001,2014-08-18,27560.48,100000,500000,1.17
P2273,C001,2020-10-04,28584.84,100000,500000,0.87
P2274,C001,2013-03-21,165085.25,100000,500000,0.81
P2275,C001,2013-01-22,13876.79,100000,500000,1.17
P2276,C001,2023-05-04,20061.1,100000,500000,0.85
P2277,C001,2023-06-02,32927.46,100000,500000,1.07
P2278,C001,2017-04-16,26781.01,100000,500000,0.87
P2279,C002,2014-10-07,22403.58,200000,1000000,0.98
P2280,C001,2014-11-03,17875.33,100000,500000,0.9
P2281,C001,2014-01-22,56109.17,100000,500000,1.03
P2282,C001,2013-05-04,19316.91,100000,500000,1.0
